ID;Lat;Long;USERS_TOT;USERS_O;USERS_G;USERS_FS;USERS_MAM;primary;tree_ri;ghm;heght;psri;npp;vcf;notho_ri;biomass;BIOMA
5511;-4749987.499;-8041758.166;20.387408;8.921764;8.071602;4.510386;2.810163;2.796358;10.856069;0.272041;19.409555;-0.046314;12218.15385;29.974359;2.702592;70.50847;1
5542;-4734790.786;-8054918.906;20.640067;8.964463;8.410869;4.3833;3.116158;2.603535;8.894779;0.316438;12.204297;-0.030132;11502.46154;19.948718;2.181213;43.802612;1
5557;-4727192.429;-8081240.387;18.298139;7.994323;6.700603;4.166759;2.90982;2.645893;10.305257;0.335623;18.957889;-0.047976;14039.35897;50.102564;2.07726;86.191705;1
5573;-4719594.072;-8094401.127;15.5892;6.746571;5.362198;3.581338;2.763581;2.450926;9.790829;0.42077;23.860864;-0.067008;15888.475;65.225;1.774922;111.899563;1
5574;-4719594.072;-8068079.646;20.758414;8.97719;8.151733;4.498062;3.245784;2.697672;9.278584;0.284017;16.727363;-0.00263;11355.66667;30.128205;2.227579;62.984543;1
5590;-4711995.715;-8081240.387;20.888861;9.062952;8.408888;4.389282;3.514226;2.499022;7.851444;0.315269;14.751513;0.006862;10798.76923;25.487179;1.702041;38.341424;1
5591;-4711995.715;-8054918.906;21.500971;9.303891;8.720517;4.532305;3.300613;2.78597;9.281602;0.299268;15.001708;-0.016729;10881.58974;24.641026;2.385797;50.321481;1
5605;-4704397.358;-8094401.127;16.472802;7.210793;5.943359;3.652728;2.819724;2.415659;8.394795;0.450374;19.900453;-0.051944;14686.425;51.9;1.596744;100.981869;1
5606;-4704397.358;-8068079.646;20.431823;8.828478;8.167609;4.397223;3.304282;2.521434;8.256492;0.308072;16.23228;-0.009844;9994.289474;25.894737;1.798751;39.183787;1
5607;-4704397.358;-8041758.166;19.721148;8.556123;7.616115;4.296209;2.891353;2.70221;10.042963;0.297172;16.772003;-0.026878;12545.89744;36.538462;2.467782;67.194708;1
5622;-4696799.001;-8081240.387;19.13132;8.399107;7.713567;3.949891;3.227975;2.424176;7.031716;0.373211;11.881689;-0.032026;11806.23077;29.641026;1.509191;46.936047;1
5623;-4696799.001;-8054918.906;19.470647;8.495555;7.410308;4.225704;2.976546;2.672516;8.993042;0.39926;18.799426;-0.040312;12928.57895;42.394737;1.891515;74.59859;1
5624;-4696799.001;-8028597.426;19.497299;8.543458;7.594443;4.290845;2.92728;2.726424;10.626505;0.243532;16.027703;-0.04175;12554.55;38.2;2.795668;63.273391;1
5637;-4689200.645;-8107561.867;19.129153;8.277036;7.760031;3.750235;3.362339;2.157061;5.806214;0.62812;11.917393;-0.006974;10676.92683;17.926829;1.313494;28.092445;1
5638;-4689200.645;-8068079.646;17.043948;7.393542;6.686259;3.434434;3.004751;2.050283;6.277058;0.633135;15.242497;-0.026422;12926.25641;26.307692;1.272392;40.214419;1
5639;-4689200.645;-8041758.166;18.78922;8.176088;7.388227;4.009374;2.998923;2.581459;8.898513;0.688552;17.85275;-0.026569;12460.33333;32.692308;2.299492;63.627124;1
5654;-4681602.288;-8094401.127;16.407675;7.129157;6.607721;2.996553;2.944808;1.822115;5.117664;0.470065;9.474223;-0.029294;13037.95;24.275;1.118213;30.399096;1
5655;-4681602.288;-8054918.906;20.959313;9.003594;8.428663;4.536092;3.389451;2.514012;8.833453;0.642723;16.979245;0.025339;9141.789474;24.394737;2.141771;29.6056;1
5670;-4674003.931;-8120722.607;21.350843;8.952354;9.126884;3.705443;3.771669;2.629329;7.657435;0.648718;11.075934;-0.004066;9174.487179;22.666667;1.980907;27.903378;1
5671;-4674003.931;-8081240.387;21.155867;9.237738;8.797834;4.114214;3.685078;2.610901;7.442199;0.722815;13.866449;-0.020612;9562.589744;27.769231;1.693426;28.965665;1
5672;-4674003.931;-8041758.166;21.249369;9.180293;8.461347;4.552866;3.267999;3.05657;10.650093;0.579245;18.593149;-0.022239;11430.82051;30.487179;2.740814;63.176276;1
5687;-4666405.574;-8107561.867;23.047736;10.065512;10.029531;4.148017;3.887681;2.786899;6.818696;0.642507;11.574335;0.009814;8571.846154;23.128205;1.479143;17.045726;1
5688;-4666405.574;-8068079.646;16.765737;7.312771;6.306015;3.440477;2.969401;2.372118;8.416631;0.615158;21.698777;-0.053;14311.35897;58.153846;1.785777;81.114267;1
5704;-4658807.217;-8120722.607;24.641755;10.712315;10.878319;4.224836;4.250311;3.032956;7.534388;0.713541;6.70434;0.008021;8196.7;25.4;1.325373;19.93799;1
5705;-4658807.217;-8094401.127;20.65845;8.791154;8.862379;3.563433;3.832725;2.403104;6.673546;0.772444;10.442376;0.011866;9013.153846;22.871795;1.619258;16.146627;1
5706;-4658807.217;-8054918.906;20.264943;8.714246;8.216301;4.170928;3.434186;2.476343;8.14646;0.662694;15.739602;0.008015;9960;27.25641;1.974166;29.765859;1
5721;-4651208.86;-8107561.867;23.740565;10.268362;10.527412;3.935076;4.162977;2.929877;7.021209;0.657257;8.05809;0.018096;7775.487179;22.25641;1.221782;14.873222;1
5722;-4651208.86;-8081240.387;18.26018;7.826581;7.261339;3.329894;3.337663;2.555917;8.696553;0.740213;18.448975;-0.047083;13356.05128;45.35;1.927189;63.290786;1
5723;-4651208.86;-8041758.166;19.536114;8.32563;7.968637;3.896;3.32898;2.457119;8.506686;0.66517;10.170947;-0.009303;11090.23077;26.25641;2.271188;27.651173;1
5739;-4643610.503;-8094401.127;19.381491;8.021972;8.25023;3.153323;3.681411;2.351026;7.371135;0.744212;6.622926;0.012329;8684.615385;21.051282;1.831055;22.897027;1
5740;-4643610.503;-8068079.646;20.090173;8.561755;8.319331;3.763602;3.673904;2.354788;7.514391;0.747896;9.787846;-0.000285;9247.15;25;1.75857;23.238304;1
5756;-4636012.147;-8081240.387;16.142792;7.038214;5.796122;3.559229;3.087629;2.705348;11.288578;0.586549;23.364909;-0.06257;12899.46154;67.666667;2.363356;105.869475;1
5757;-4636012.147;-8054918.906;20.77086;8.883158;8.536733;4.047383;3.555914;2.631343;9.075049;0.659923;15.444936;-0.000362;9306.4;30.275;2.286452;33.516853;1
5771;-4632212.968;-8100981.497;21.574149;9.28036;9.446676;3.487616;3.742368;2.693612;7.736007;0.612098;8.6496;-0.002914;8949.222222;28.472222;1.327271;27.384432;1
5772;-4628413.79;-8068079.646;20.288106;8.582068;8.424567;3.817666;3.703599;2.346635;8.329157;0.738132;9.600196;0.032133;8215.027778;25.833333;2.108523;18.267413;1
5773;-4628413.79;-8041758.166;20.081267;8.587822;8.233876;4.025346;3.40204;2.562609;8.738218;0.617298;13.74787;0.017269;9845.314286;25.914286;2.313981;30.06349;1
5788;-4624614.611;-8087820.757;16.467497;7.096783;6.256858;3.190614;3.17884;2.632475;10.277106;0.486175;22.982419;-0.047752;12140.89744;59.25641;2.139144;98.765857;1
5789;-4620815.433;-8054918.906;20.691595;8.785951;8.650878;3.933007;3.636039;2.51178;8.713998;0.641636;11.258446;0.006206;9217.425;26.075;2.31593;18.43587;1
5790;-4620815.433;-8028597.426;20.341282;8.650504;8.195403;4.361983;3.373483;2.610842;9.897846;0.652669;16.301338;0.004854;8910.717949;25.717949;2.901947;29.646442;1
5804;-4613217.076;-8094401.127;19.729319;8.631336;8.424593;3.392415;3.422302;2.579715;9.31991;0.60554;11.039914;-0.001744;10120.4359;41.384615;1.702132;53.083893;1
5805;-4617016.255;-8074660.016;21.433534;9.201371;9.062711;4.036857;3.789584;2.575255;8.854477;0.605565;7.614361;0.047034;7473.95;24.6;2.101795;22.495523;1
5806;-4613217.076;-8041758.166;20.137854;8.626911;8.262017;4.129245;3.403251;2.495639;9.213018;0.600088;19.657363;0.009758;9149.410256;31.282051;2.492236;25.836914;1
5822;-4605618.719;-8081240.387;20.605167;8.899656;8.814893;3.767918;3.651175;2.411729;8.464959;0.576493;12.834531;0.045172;8515.025641;23.794872;2.027672;17.037673;1
5823;-4609417.898;-8061499.276;20.824285;8.901282;8.619324;4.137118;3.645451;2.399144;8.670241;0.703183;9.792846;0.072232;6784.026316;22.184211;2.253954;11.241491;1
5824;-4605618.719;-8028597.426;19.530487;8.468644;7.860531;4.257094;3.126688;2.55281;10.724311;0.604416;22.093979;0.009034;10444.30769;33.74359;3.151316;40.088877;1
5839;-4598020.362;-8068079.646;21.292948;9.237869;8.946442;4.186724;3.78081;2.4082;8.546576;0.65443;6.112054;0.080954;6891.384615;23.384615;2.083544;11.291724;1
5840;-4601819.541;-8048338.536;19.694486;8.381284;8.000431;4.072346;3.496353;2.233528;8.535638;0.643093;9.927411;0.062491;7559.875;23.95;2.384734;15.92309;1
5856;-4590422.006;-8054918.906;19.906352;8.501768;8.194045;4.057476;3.584692;2.219062;8.141328;0.737132;6.875934;0.080057;6493.358974;20.923077;2.195789;8.799541;1
5857;-4594221.184;-8035177.796;18.725325;8.150609;7.394179;4.137171;3.003817;2.549017;10.38029;0.55151;20.123944;-0.001096;11210.48718;39;2.751131;52.418423;1
5873;-4582823.649;-8041758.166;19.89284;8.680104;8.042879;4.379029;3.323867;2.372843;9.994725;0.646556;17.313054;0.04218;9969.04878;35.609756;2.669642;29.340541;1
5874;-4586622.827;-8022017.056;17.243577;7.839014;6.786534;3.99055;2.579365;2.34118;10.8236;0.595036;23.029969;-0.027258;12614.25;49.3;3.005711;61.934852;1
5889;-4575225.292;-8068079.646;14.890103;6.605956;5.407576;3.274338;2.968665;2.599715;10.574318;0.441407;23.9232;-0.063686;14702.02564;66.435897;2.217084;94.993855;1
5890;-4575225.292;-8028597.426;13.581816;6.278657;4.885285;3.247886;2.490537;2.042213;10.102771;0.489754;27.527706;-0.0481;14283.46154;70;2.404183;94.067645;1
5906;-4567626.935;-8054918.906;17.302207;7.393689;6.915519;3.369292;3.17588;2.484907;9.678052;0.589083;17.386676;-0.018842;11044.89744;42.717949;2.484241;65.357857;1
5907;-4567626.935;-8015436.686;15.670674;7.212207;5.961068;3.659547;2.520267;2.501355;12.004762;0.440108;27.337574;-0.060622;11427.92308;67;3.412408;105.240573;1
5923;-4560028.578;-8041758.166;17.601028;7.777612;7.068766;3.712022;3.032335;2.50585;9.987714;0.523572;21.208872;-0.007913;11883.14634;46.512195;2.420975;70.361996;1
5940;-4552430.221;-8068079.646;18.733918;8.010391;7.750187;3.437769;3.300302;2.87304;10.168602;0.544328;13.696844;-0.025327;9161.846154;36.487179;2.483232;63.531861;1
5941;-4552430.221;-8028597.426;18.040852;7.879373;7.152059;3.787303;3.220042;2.750852;10.908908;0.449329;17.887878;-0.02243;11127.79487;48.923077;2.74476;76.582707;1
5958;-4544831.864;-8054918.906;14.112646;6.313057;5.621602;2.772188;2.53418;2.143792;7.922879;0.544001;19.45869;-0.038706;12175.4;58.825;1.726776;81.167009;1
5959;-4544831.864;-8015436.686;14.359605;6.483199;5.450597;3.085776;2.766097;2.539121;11.938622;0.210794;27.136156;-0.063617;12328.89744;69.564103;3.228277;108.213158;1
5975;-4537233.508;-8041758.166;16.7641;7.348547;6.911284;3.078448;3.0348;2.511341;8.950996;0.433893;20.20757;-0.033334;11921.33333;44.153846;2.159406;64.866686;1
5976;-4537233.508;-8002275.946;14.569839;6.36785;5.362366;3.227086;2.363028;2.843389;13.292034;0.207697;22.835867;-0.075155;13011.8;73.375;3.690069;118.275506;1
5991;-4529635.151;-8068079.646;16.866619;7.564707;7.182215;3.041963;2.876376;2.229562;8.761146;0.570126;24.896013;-0.040118;11985.15;61.05;1.798555;43.589576;1
5992;-4529635.151;-8028597.426;16.087894;7.140777;6.557539;3.089149;3.000046;2.33598;8.699316;0.466309;19.828139;-0.034967;11098.325;48.7;2.087159;71.076706;1
6009;-4522036.794;-8054918.906;13.136758;6.0967;5.376499;2.521181;2.348668;1.778526;6.579318;0.396469;20.383892;-0.024933;14163.61364;53.931818;1.211288;80.633319;1
6010;-4522036.794;-8015436.686;17.554448;7.677064;7.135442;3.420617;3.056963;2.782525;10.265115;0.412299;17.57654;-0.033125;11044.86047;44.55814;2.577488;71.18457;1
6026;-4514438.437;-8068079.646;14.813409;6.814167;6.335528;2.579439;2.598854;2.010469;6.88067;0.498528;18.187931;-0.033458;13873.575;47.075;1.191818;69.418844;1
6027;-4514438.437;-8041758.166;20.182058;8.789046;8.713914;3.55377;3.489404;2.699789;7.755611;0.665756;9.124647;0.003405;7634.153846;27.205128;1.656913;32.329688;1
6044;-4506840.08;-8054918.906;19.017889;8.424217;8.37361;3.238801;3.354411;2.367539;7.029253;0.603603;8.19313;0.007545;8086.625;26;1.374441;34.57476;1
6045;-4506840.08;-8028597.426;17.944258;7.77716;7.666179;3.089337;3.194589;2.340473;6.328179;0.4739;12.82276;-0.030344;9124.871795;26.538462;1.388491;31.416837;1
6061;-4499241.723;-8068079.646;17.122416;7.74449;7.622139;2.885277;2.964369;2.030702;6.584574;0.449389;14.525765;-0.030154;11111.95;34.45;1.182412;38.804307;1
6062;-4499241.723;-8041758.166;15.570867;6.915252;6.423762;2.7912;2.770282;2.314709;7.293588;0.399156;15.080026;-0.043615;10123.825;47.1;1.417447;81.773348;1
6063;-4499241.723;-8015436.686;14.682942;6.532935;5.886093;2.832946;2.711153;2.260023;9.034593;0.361095;20.466848;-0.0299;10958.53846;50.179487;2.132211;89.807178;1
6078;-4491643.366;-8054918.906;16.159512;7.339686;7.021493;2.737007;2.928123;2.044096;6.310969;0.508077;10.112537;-0.035899;10085.10256;33.205128;1.150411;48.800559;1
6079;-4491643.366;-8028597.426;15.644467;6.881682;6.594253;2.682036;2.850754;1.996997;5.616106;0.51845;12.730139;-0.043324;10599.15385;30.435897;1.189801;42.260896;1
6096;-4484045.01;-8041758.166;15.157544;6.534886;6.407678;2.399952;2.975572;1.724102;4.974228;0.698414;10.314854;-0.041889;10611.475;22.425;1.084892;30.311414;1
6097;-4484045.01;-8015436.686;15.318755;6.552451;6.221776;2.811218;2.836505;2.220078;7.733582;0.349867;16.37585;-0.043348;8599.875;46.775;1.689322;69.237771;1
6112;-4476446.653;-8068079.646;16.995378;7.353834;7.365783;2.587784;3.387018;1.727634;5.398244;0.737917;7.514674;-0.031079;10261.12821;19.897436;1.12505;16.780294;1
6113;-4476446.653;-8028597.426;14.143096;6.084096;5.733908;2.440417;2.843356;1.735373;5.911525;0.550026;15.629032;-0.03191;9403.875;34.95;1.316161;49.647989;1
6128;-4468848.296;-8081240.387;14.610165;6.58698;5.950777;2.677485;2.835237;1.953947;6.916613;0.47024;15.627717;-0.030546;11691;48.179487;1.083905;93.770222;1
6129;-4468848.296;-8054918.906;15.631216;6.764693;6.502822;2.64481;3.00754;2.057976;6.686356;0.590765;13.212884;-0.013225;10718.6;42.075;1.271809;62.732786;1
6130;-4468848.296;-8015436.686;12.709617;5.477968;4.933532;2.377448;2.625738;1.844376;6.808526;0.457253;20.015559;-0.020587;9962.55;53.275;1.452414;104.188093;1
6145;-4461249.939;-8068079.646;15.453163;6.728778;6.526267;2.531347;2.941893;1.934824;6.8598;0.511138;11.606297;-0.019947;10743.61539;39.487179;1.25101;56.486892;1
6146;-4461249.939;-8041758.166;12.742157;5.546923;5.199224;2.105156;2.512266;1.591457;5.454303;0.511182;14.488777;-0.039788;11930.8718;37.538462;1.098231;66.040347;1
6162;-4453651.582;-8054918.906;14.445697;6.282796;6.136052;2.216496;2.916534;1.675179;5.776136;0.696927;16.269909;-0.028133;12096.53846;33.615385;1.086832;42.54962;1
6163;-4453651.582;-8028597.426;12.542293;5.200629;4.765322;2.216767;2.658299;1.572063;6.080974;0.312734;8.36367;-0.035283;7912.975;39.325;1.332754;66.545527;1
6179;-4449852.404;-8074660.016;16.554009;7.30493;7.151764;2.774665;2.945671;2.040021;7.84795;0.544186;10.058208;-0.007615;10412.925;40.125;1.402674;47.896216;1
6180;-4446053.225;-8041758.166;10.838247;4.70698;4.074602;1.987154;2.359058;1.595631;5.998762;0.369292;18.556164;-0.039441;10675.125;54.775;1.112365;108.828798;1
6181;-4446053.225;-8015436.686;12.868574;5.435177;5.026026;2.359741;2.53751;1.950127;6.711069;0.260318;6.992434;-0.046022;8823.75;47.55;1.379415;114.34345;1
6195;-4438454.868;-8081240.387;16.051963;7.116014;6.787029;2.770897;2.805949;2.112385;8.44308;0.451572;13.614232;-0.03304;9587.025641;42.615385;1.454332;73.862175;1
6196;-4442254.047;-8061499.276;13.853111;6.102926;5.794668;2.231164;2.655132;1.710536;6.629671;0.511225;16.214749;-0.040972;11302.075;41.625;1.189483;55.999025;1
6197;-4438454.868;-8028597.426;14.508352;6.10468;5.838321;2.547679;2.809276;1.991491;6.665098;0.324731;7.564544;-0.042402;8935.35;41.925;1.360475;83.818313;1
6198;-4438454.868;-8002275.946;16.35013;7.27393;6.848546;3.110421;2.843576;2.349818;10.019317;0.447619;17.827881;-0.013012;10203.325;45.9;2.399969;67.231126;1
6211;-4430856.511;-8068079.646;13.447671;6.03455;5.624245;2.28758;2.618374;1.584934;7.106552;0.371121;18.067752;-0.041549;11294;50.95;1.217357;65.028619;1
6212;-4434655.69;-8048338.536;12.672312;5.41915;5.035988;2.067039;2.674749;1.557685;6.18605;0.488472;12.418141;-0.041253;10453.25;41.425;1.215728;65.519681;1
6213;-4430856.511;-8015436.686;20.416928;8.72899;8.676495;3.648959;3.980656;2.532237;8.664675;0.725652;6.205417;0.052437;6541.307692;18.8;1.65848;23.155311;1
6228;-4423258.155;-8054918.906;12.901467;5.592737;5.372123;1.881783;2.699189;1.39243;5.684766;0.673614;17.925134;-0.044604;12625.02564;31.25641;1.126122;42.395377;1
6229;-4427057.333;-8035177.796;12.111715;5.173299;4.707924;2.087811;2.577909;1.592411;6.090644;0.399078;10.592112;-0.051025;10108.325;43.525;1.232115;84.550141;1
6230;-4423258.155;-8002275.946;18.616438;8.084284;7.856073;3.656925;3.12678;2.586495;10.679679;0.604047;9.001758;0.029833;7591.692308;34.230769;2.735852;52.015965;1
6246;-4415659.798;-8041758.166;11.982166;5.15584;4.717115;1.952719;2.553968;1.604409;6.044326;0.311264;19.556452;-0.03873;13318.70732;49.756098;1.056614;93.412241;1
6247;-4419458.976;-8022017.056;15.813206;6.751678;6.549011;2.75398;3.115574;2.099033;7.091918;0.510899;14.07536;0.015155;8672.675;35.95;1.543246;66.870795;1
6262;-4408061.441;-8068079.646;14.355602;6.160847;6.082675;2.198359;2.927465;1.659531;7.182128;0.44692;15.261266;-0.01806;10363.02273;42.409091;1.267213;49.616147;1
6263;-4408061.441;-8028597.426;17.077315;7.278855;7.173838;2.875662;3.35232;2.215558;7.403881;0.530521;8.162159;0.005837;7551.355556;34.733333;1.554429;53.366074;1
6264;-4411860.619;-8008856.316;18.181233;7.740934;7.717458;3.26115;3.258923;2.320464;9.043071;0.571538;10.432743;0.051153;7920.435897;28.435897;2.298446;37.651817;1
6279;-4400463.084;-8054918.906;15.422267;6.851385;6.489097;2.630521;2.960023;1.989256;7.499195;0.42868;11.871714;-0.040942;10914.8;44.925;1.191886;66.938797;1
6280;-4400463.084;-8015436.686;18.390943;7.558247;7.815304;2.962974;3.649281;2.034762;6.323886;0.687463;6.232524;0.05509;6498.717949;15.589744;1.537465;14.686696;1
6296;-4392864.727;-8041758.166;16.331635;6.927102;6.912776;2.450624;3.337573;1.660153;5.44406;0.683478;10.441827;-0.019027;8347.97561;17.268293;1.180731;16.303514;1
6297;-4392864.727;-8002275.946;18.243999;7.535431;7.676261;3.115567;3.492128;2.167151;7.825915;0.597093;4.650299;0.026485;6201.025;19.825;1.969728;20.90721;1
6313;-4385266.37;-8054918.906;18.429913;7.947934;8.054855;2.895077;3.430315;1.935588;5.986831;0.566456;10.583794;-0.020181;8474.205128;21.692308;1.07375;15.051935;1
6314;-4385266.37;-8028597.426;16.622949;6.893412;6.983807;2.613379;3.465434;1.73807;5.480241;0.684719;9.8869;0.016024;7191.975;18.575;1.224659;16.075669;1
6329;-4377668.014;-8041758.166;19.029956;8.083079;8.240668;3.045911;3.649778;2.093909;6.014511;0.582482;8.522864;0.039997;7201.820513;18.076923;1.140122;15.777903;1
6330;-4377668.014;-8015436.686;10.613121;4.644371;4.16758;1.681256;2.317744;1.537779;5.967718;0.368273;18.6261;-0.054614;13794.725;53.65;1.229878;85.322378;1
6349;-4370069.657;-8028597.426;15.929042;6.777247;6.634417;2.686497;2.996218;2.154278;6.846706;0.489403;9.312149;-0.0063;9363.9;40.225;1.249659;61.238347;1
6350;-4370069.657;-8002275.946;16.705461;6.884454;7.04519;2.626758;3.413718;1.897277;5.948865;0.695004;11.483032;-0.000063;6903.3;16.85;1.545477;24.069895;1
6363;-4362471.3;-8054918.906;19.875731;8.655069;8.867225;3.176706;3.360963;2.518167;8.151605;0.466379;7.833937;-0.011757;8948.179487;31.615385;1.38502;38.822152;1
6364;-4362471.3;-8015436.686;15.915259;6.624551;6.74781;2.384314;3.258808;1.647182;4.796351;0.75162;5.859954;0.000627;7766.780488;16.219512;1.195184;14.481663;1
6383;-4354872.943;-8041758.166;19.589492;8.404838;8.758574;3.079793;3.523099;2.250635;6.308905;0.517566;5.549606;0.021702;7119.65;22.225;1.111815;17.11362;1
6384;-4354872.943;-8002275.946;16.623172;7.048783;7.255094;2.56242;3.106558;1.871382;5.676468;0.672071;11.808978;-0.014287;7644.128205;18.512821;1.405306;21.667102;1
6398;-4347274.586;-8028597.426;16.745268;7.124439;7.198149;2.610502;3.234839;1.728703;4.955747;0.653644;6.709051;0.001829;7457.358974;17.384615;1.017016;13.113915;1
6417;-4339676.229;-8054918.906;18.36878;7.707213;8.136871;2.779057;3.426262;2.09217;6.289912;0.380943;4.182011;0.037443;7324.5;19.704545;1.189599;22.578963;1
6418;-4339676.229;-8015436.686;14.792991;6.108156;6.057401;2.249337;2.959622;1.443148;4.791196;0.746774;10.977079;0.005039;7680.533333;17.288889;1.126004;11.22444;1
6433;-4332077.872;-8041758.166;17.154319;7.532532;7.595035;2.844106;2.71717;2.566635;9.512771;0.272384;7.095456;-0.021027;9053.341463;40.121951;1.844816;67.530484;1
6434;-4332077.872;-8002275.946;14.384095;5.965475;5.95777;2.112466;2.93784;1.402404;4.918078;0.722472;14.293022;-0.011898;8215.175;16.525;1.24168;12.163852;1
6453;-4324479.516;-8028597.426;15.224739;6.319829;6.624733;2.136876;3.060335;1.523531;4.512256;0.512548;6.785876;0.042461;6990.275;15.725;0.935444;6.341067;1
6469;-4316881.159;-8015436.686;14.437185;5.924963;5.850843;2.1479;2.925134;1.331504;4.431879;0.634785;10.720503;0.008928;7289.390244;15.04878;0.97884;5.930429;1
6487;-4309282.802;-8041758.166;14.042183;5.990679;6.055179;2.080616;2.659893;1.822662;6.919112;0.255817;6.15739;0.023741;9807.435897;34.358974;1.402808;66.86901;1
6488;-4309282.802;-8002275.946;15.467177;6.498332;6.47019;2.386933;3.109248;1.508129;4.731625;0.632855;5.465494;0.013488;6716.225;15.025;0.945798;12.326922;1
6504;-4301684.445;-8028597.426;15.269158;6.272131;6.598352;2.131917;3.045696;1.61328;5.172705;0.403298;4.549416;0.051011;6614.525;16.85;0.904965;16.447628;1
6505;-4301684.445;-7989115.206;14.998725;6.495881;6.469877;2.265936;2.732227;1.519596;5.281756;0.668074;10.541063;-0.003379;7878.9;17.575;1.176386;17.500249;1
6522;-4294086.088;-8015436.686;14.57301;5.901046;5.878735;2.09727;3.183999;1.247461;3.993048;0.656625;4.288001;-0.000482;6378.641026;11.025641;0.686672;5.247276;1
6523;-4294086.088;-7975954.466;14.637192;6.291082;6.302954;2.290506;2.686897;1.711159;5.914256;0.484149;10.25929;-0.021992;7279.175;21.8;1.299987;38.376795;1
6538;-4286487.731;-8041758.166;13.973659;5.734197;6.091902;1.751703;2.894275;1.324195;4.733181;0.324886;0.497839;0.069303;6829.295455;16.272727;0.858653;11.430839;1
6539;-4286487.731;-8002275.946;15.187125;6.472592;6.473171;2.246266;2.878832;1.432645;4.586616;0.657665;6.586626;-0.015622;7441.363636;13.863636;0.864119;11.309878;1
6556;-4278889.374;-8028597.426;14.034382;5.687427;5.96923;1.829472;3.025517;1.259152;3.921039;0.268289;2.949105;0.06494;6125.9;12.575;0.633868;4.934279;1
6557;-4278889.374;-7989115.206;14.734194;6.170271;6.217768;2.111705;2.888118;1.363638;4.613046;0.716256;10.55043;0.023843;7696.75;14.425;0.924065;8.895784;1
6574;-4271291.018;-8015436.686;13.966406;5.625505;5.66307;1.993238;3.059178;1.272759;4.120525;0.491148;2.780101;0.041398;5785.04878;12.804878;0.615695;7.522819;1
6575;-4271291.018;-7975954.466;15.363155;6.449104;6.433731;2.307215;2.945647;1.381593;4.588373;0.699564;11.925789;-0.026712;7722.15;12.6;0.875303;13.719873;1
6592;-4263692.661;-8002275.946;16.640259;6.950169;7.348533;2.325466;3.179697;1.707863;5.119404;0.427738;5.607862;0.053741;6841.925;14.625;0.756851;12.864812;1
6610;-4256094.304;-7989115.206;17.518802;7.53535;7.892017;2.535908;3.2429;1.683565;4.860139;0.622063;5.663392;-0.003198;6931.4;13.4;0.701884;8.353462;1
6611;-4256094.304;-7975954.466;15.52743;6.516459;6.555304;2.34147;2.998364;1.412598;4.854441;0.683381;7.420029;-0.016248;7218.552632;13.717949;0.861961;13.065109;1
6627;-4248495.947;-8015436.686;14.654792;6.236416;6.414526;1.996185;2.932276;1.471928;4.995791;0.358171;1.226508;0.059361;6569.377778;16.955556;0.718266;19.836154;1
6628;-4248495.947;-8002275.946;16.130112;6.876525;7.172172;2.28975;2.919232;1.982568;6.963749;0.376603;3.272145;0.022173;7805.622222;25;1.023923;36.436649;1
6629;-4248495.947;-7962793.725;15.325415;6.505691;6.525801;2.310977;2.859829;1.424182;5.024499;0.725624;11.81895;-0.036629;7731.27907;14.023256;1.177601;19.783821;1
6646;-4240897.59;-7989115.206;18.343261;7.847692;8.414804;2.539654;3.2402;1.890308;5.434182;0.545857;6.289926;-0.001317;7259.051282;13.487179;0.704316;8.459694;1
6647;-4240897.59;-7975954.466;18.086432;7.831987;8.35952;2.555465;2.939311;2.088302;6.906305;0.62821;8.312466;-0.013534;8033.425;17.95;1.204545;15.73929;1
6666;-4233299.233;-7962793.725;14.162347;5.929241;5.979714;2.034121;2.807824;1.310786;4.628926;0.725636;12.049615;-0.022371;7617.6;11.7;0.957354;22.697249;1
6667;-4233299.233;-7949632.985;17.804913;7.660249;8.04398;2.629075;3.177635;1.867457;6.541957;0.685471;9.991584;-0.025633;7027.783784;15.6;1.389648;15.56316;1
6684;-4225700.876;-7989115.206;18.671152;8.048822;8.66811;2.566684;3.15671;2.137049;6.83798;0.527647;3.914637;0.010965;7255.358974;17.871795;0.779033;13.97148;1
6685;-4225700.876;-7975954.466;13.73529;5.759737;5.856244;1.858494;2.725924;1.221958;4.336905;0.732105;11.957456;-0.036598;8492.775;11.85;0.695101;20.041392;1
6704;-4218102.52;-7962793.725;15.085452;6.286066;6.58088;2.088581;3.017129;1.406289;5.015152;0.632343;6.40267;-0.017784;6522.6;14.775;0.887595;12.335521;1
6705;-4218102.52;-7949632.985;16.42673;6.950769;7.380264;2.324629;2.990724;1.769951;6.608207;0.621156;10.060849;-0.014976;7434.8;18.725;1.358506;23.79159;1
6721;-4210504.163;-7989115.206;18.863782;8.234564;8.765798;2.637007;3.164203;2.446842;8.52148;0.365086;3.959865;0.015853;6291.590909;25;0.954518;31.343834;1
6722;-4210504.163;-7975954.466;15.410731;6.656749;6.984303;2.048427;2.924053;1.447086;4.893657;0.748312;6.622766;-0.009146;7774.363636;14.340909;0.629856;12.231174;1
6723;-4210504.163;-7936472.245;16.833344;7.385019;7.685783;2.520966;2.600061;2.298996;8.950836;0.451066;12.39126;-0.03354;8071.363636;29.909091;1.796186;44.000036;1
6739;-4202905.806;-8002275.946;20.73477;9.258189;9.849604;2.975637;3.311518;2.572929;7.652299;0.305892;1.776122;0.008309;6419.97561;18.97561;0.803215;21.631918;1
